PRID,PRTITLE,PRREASON,PRTYPE,CONFIDENCE
3147896159,Add LeetCode 293 solution,"The PR adds a new solution for a LeetCode problem along with tests, which constitutes adding a new feature to the codebase.",feat,9
3147896228,Add LeetCode 294 example,"The PR adds a new solution example for a LeetCode problem along with tests and notes, which constitutes adding a new feature or functionality to the codebase.",feat,9
3147896863,Add LeetCode 297 example without unions,"The PR introduces a new example solution for a LeetCode problem, which is a new feature addition to the codebase.",feat,9
3147896878,Add LeetCode 298 example,"The PR introduces a new solution example for LeetCode 298 along with tests and notes, which constitutes adding a new feature or functionality to the codebase.",feat,9
3147896956,Add LeetCode 299 solution,"The PR adds a new solution implementation for a LeetCode problem along with test cases, which constitutes adding a new feature to the codebase.",feat,9
3147897036,Add LeetCode 296 solution,"The PR introduces a new solution implementation for a LeetCode problem along with tests and documentation, which constitutes adding a new feature.",feat,9
3266443109,Add pharmacy navigation guide,"The PR adds documentation for pharmacy pages, which is a documentation-only change without code modifications or features.",docs,9
3147899295,Add example solution for LeetCode 300,"The PR adds a new example solution and associated tests, which constitutes adding new functionality or feature content to the codebase.",feat,9
3266453286,Add pharmacy navigation guide,"The PR adds documentation for pharmacy pages, which is a documentation-only change without code modifications or features.",docs,9
3200916798,Rerun benchmarks,"The commit reruns benchmarks to refresh benchmark numbers, which is related to performance measurement but does not change code functionality or add features. It is best classified as a chore since it updates auxiliary data without code changes.",chore,8
3084791973,depends-on(303): Use scanTransaction,"The PR introduces a new wrapper function and exposes a new constructor, which are new features added to the codebase. It also adds a helper function, indicating new functionality rather than a fix or refactor.",feat,9
3266334987,Improve dependency-based test skips,"The changes focus on improving the logic for skipping tests based on dependency versions, which is a modification to the test suite behavior rather than adding features or fixing bugs in the main codebase. This aligns with adding or modifying tests or test-related logic.",test,9
3266444398,Add reports navigation,"The PR introduces a new feature by adding reports navigation and documenting navigation targets, which aligns with the 'feat' type for new features.",feat,9
3266516593,Add int builtin support in VM,"The PR introduces a new feature by adding builtin 'int' support in the VM compiler and runtime, which is a clear addition of functionality.",feat,9
3266504301,[alpha_factory] extend optional dep guidance,"The changes improve the output and add guidance for optional dependencies, which is an enhancement or new feature to the existing functionality.",feat,8
3266516453,Add struct return detection and cast support,"The PR introduces new features to the Rust transpiler, specifically adding support for 'as' casts and detecting inferred struct returns, which are new capabilities rather than fixes or other types of changes.",feat,9
3266535961,Add list slice support to C transpiler,"The PR introduces a new feature by adding list slice support to the C transpiler, including new helper functions and adjustments to handle this feature.",feat,9
3167070520,Add custom constraint example,"The PR adds documentation on how to register a custom route constraint, which is a documentation-only change without code modifications.",docs,9
3266536432,Update Python transpiler for alias-only types,"The changes introduce support for a new feature in the Python transpiler (support for built-in type aliases) and update related outputs and checklists, which aligns with adding a new feature rather than fixing a bug or other types of changes.",feat,9
3266558255,Update str builtin for list<int>,"The update improves the existing str() built-in function to correctly render lists of integers, which is an enhancement or new feature in the transpiler's functionality.",feat,9
3266541987,Improve Erlang transpiler,"The changes introduce new capabilities to the Erlang transpiler, such as tracking parameter types, detecting map fields inside structs, and parenthesizing function-valued expressions, which are new features rather than bug fixes or other types of changes.",feat,9
3266553953,Add BigRat support to C++ transpiler,"The PR introduces a new feature by adding support for the 'bigrat' type and arithmetic in the C++ transpiler, as well as handling a new builtin and regenerating outputs accordingly.",feat,9
3266550024,Update rosetta bench outputs and limit copy depth,"The changes include limiting recursive value copying depth to avoid runaway recursion, which fixes a stack overflow issue, indicating a bug fix. Regenerating outputs and updating checklists are ancillary to the fix.",fix,9
3167182305,Add asset start_date for full refresh,"The PR introduces a new feature by adding support for a 'start_date' on assets and related logic, along with unit tests for this new behavior.",feat,9
3205073380,[alpha_factory] fix duplicate self_healing_repo module,"The changes fix a problem with duplicate module errors by removing a conflicting file and updating related configurations, which is a bug fix.",fix,9
3167082619,Update translations,"The changes involve refactoring translation hooks and updating screens to use translation lookups, which is a code change that neither fixes a bug nor adds a new feature, fitting the 'refactor' category.",refactor,8
3260386425,Avoid duplicate drag from HostWindow,"The changes described fix an issue with duplicate drag events in HostWindow by adjusting event handling, which is a bug fix.",fix,9
3127204550,[alpha_factory] reorganize meta_rewrite imports,"The change involves reorganizing imports in the code, which is a structural change that does not add features or fix bugs but improves code organization and readability.",refactor,8
3237965327,Make STUN server configurable,"The change introduces a new feature allowing the STUN server to be configurable, which is an enhancement rather than a bug fix or other type of change.",feat,9
3127191446,[alpha_factory] Relocate imports in meta_rewrite,"The change involves moving import statements to the top of the file, which is a style and formatting improvement that does not affect the code's functionality or behavior.",style,9
3127179145,Improve OAuth2 detection,"The changes introduce new helpers and extend tests related to OAuth2 detection, indicating the addition of new features and improvements rather than just fixes or refactoring.",feat,8
3179257668,[alpha_factory] docs: redirect to insight demo,"The commit message and title indicate that the change is related to documentation by redirecting the docs index to a demo, without adding features or fixing bugs in the codebase.",docs,9
3101522307,[alpha_factory] add optional dev deps to setup,"The PR introduces a new optional feature to the setup script by adding optional development dependencies, which is a new capability rather than a bug fix or other change type.",feat,8
3101409173,Store cluster task YAML and command,"The changes introduce a new feature by renaming a database column and exposing a new path through APIs and dashboard, which adds new functionality related to storing cluster task YAML and command.",feat,9
3101565081,[alpha_factory] extend env check,"The changes described extend the environment check functionality by adding more packages to the required list and improving the handling of package availability, which constitutes adding new features or enhancements to the existing functionality.",feat,8
3179591837,Add saving/loading example,"The PR adds a new example script and documentation on saving and loading a model, along with tests for this functionality. This introduces new features and clarifications rather than fixing bugs or refactoring existing code.",feat,9
3101591669,Update help string for duration argument,"The change updates the help string for a command line argument, which is a documentation change and does not affect code functionality.",docs,9
3101609322,[alpha_factory] include runtime deps in codex setup,"The change involves modifying the setup script to include runtime dependencies, which affects the build or setup process rather than adding features or fixing bugs.",build,8
3101542428,[alpha_factory] update test deps,"The changes involve updating test dependencies and installation scripts, which affect the build environment and dependencies rather than code functionality or tests themselves.",build,8
3101666334,[alpha_factory] expand minimal dependencies,"The change expands the minimal package list, which is a modification to dependencies and setup scripts, typically considered a build-related change.",build,8
3096587527,Improve string case functions,"The changes introduce improvements to existing string case functions by using multibyte functions and adding tests for multibyte text, which enhances functionality and correctness, thus qualifying as a feature addition.",feat,8
3101681902,[alpha_factory] drop hashes from verify scripts,"The changes involve removing a feature flag (--generate-hashes) from verification scripts, which is a modification to existing functionality rather than adding new features or fixing bugs. This is best categorized as a refactor since it changes the code structure or behavior without adding features or fixing bugs.",refactor,8
3180912637,[alpha_factory] Add workbox hash verification,"The PR introduces a new feature that adds workbox hash verification to validate the service worker hash during the docs build process, which is a new functionality.",feat,9
3101690537,[alpha_factory] update colab lock verification,"The changes update a script and installation process related to environment setup, which is part of the build or dependency management process, not adding features or fixing bugs directly in the codebase.",build,8
3079166347,Update docs for external bitcoin address,"The changes primarily involve updating documentation to include new information about the external_bitcoin_address option and fixing wording in the changelog, which are documentation-related changes.",docs,9
3079380987,Implement accurate token counting,"The PR introduces a new feature by implementing accurate token counting and integrating it across providers, which adds new functionality rather than fixing a bug or making other types of changes.",feat,9
3079412776,Add count_tokens usage across providers,"The PR introduces a new feature by adding the usage of `count_tokens` across multiple providers and improving token counting functionality, which aligns with adding new capabilities rather than fixing bugs or other changes.",feat,9
3246296325,Implement lab item management and improve store item page,"The changes introduce new features such as editing workflow, CRUD operations for lab items, and new UI elements, which are all new functionalities rather than fixes or documentation updates.",feat,9
3138598657,[alpha_factory] pin openai-agents in demo Dockerfile,"The change involves pinning a dependency version in a Dockerfile, which affects the build environment and dependencies, thus it is a build-related change.",build,9
3134084558,Add historical record generation page,"The PR introduces a new page and functionality for generating historical records, which is a new feature addition.",feat,9
3079723529,Add navigation assertions,"The PR adds new assertions to tests to verify navigation items, which is an enhancement to existing tests rather than a bug fix or feature addition. This fits best under 'test' as it involves adding or improving tests.",test,9
3260347855,Update ortools requirement,"The PR updates the ortools dependency version and regenerates lock files, which affects the build dependencies but does not add features or fix bugs directly. This is a change to external dependencies, fitting the 'build' category.",build,9
3134125694,Add glass theme example,"The PR introduces a new example feature demonstrating a glass theme, which adds new functionality or content to the project.",feat,9
3260403217,[alpha_factory] remove 3.14 RC,"The change involves updating the CI configuration to remove a Python 3.14 release candidate from the testing matrix, which is a modification to the CI setup files.",ci,9
3241739426,Add basic README test,"The PR adds a minimal pytest to check the project README, which is adding a missing test to ensure quality and correctness.",test,9
3079730422,Update outage banner text,"The change updates the text content of an outage banner, which is a documentation or content update rather than a code feature or bug fix.",docs,9
3241792827,[alpha_factory] prune heavy assets from docs,"The changes involve removing redundant files and excluding bulky folders from the documentation build process, which is a maintenance task related to documentation but does not add new features or fix bugs. It also updates documentation about the exclusion list, which is a documentation change. Overall, this is best classified as a chore since it improves the build process and documentation maintenance without adding features or fixing bugs.",chore,8
3134169824,Add execute_no_delete test,"The PR adds a new test for the 'execute_no_delete' functionality and removes an unused test module include, which is related to testing improvements and maintenance.",test,9
3128936631,Add cheatsheet command,"The PR introduces a new command 'cheatsheet' and shares an embedded cheatsheet, which adds new functionality to the project. This aligns with the 'feat' type for new features.",feat,9
3190237651,Improve Lidarr backup script,"The changes introduce a new CLI interface using argparse and improve error handling, which adds new functionality to the script rather than just fixing bugs or refactoring existing code.",feat,8
3140167131,Add Backend enum for proxy backend,"The PR introduces a new enum and related implementations, which adds new functionality to the codebase rather than fixing a bug or making other types of changes.",feat,9
3129797570,Add code highlighting docs,"The PR adds explanations and instructions about code highlighting in the documentation, which is a documentation-only change without code modifications.",docs,10
3107275229,[alpha_factory] persist UI params,"The changes introduce a new feature that persists UI parameters to localStorage and restores them on reload, along with adding a regression test for this functionality.",feat,9
3190360797,Improve Lidarr add script,"The changes described involve refactoring the existing script to improve logging, add retries, validate CSV structure, and clean up naming and style without adding new features or fixing bugs.",refactor,9
3104961938,Add CHANGELOG,"The change adds a new CHANGELOG.md file documenting recent releases, which is purely documentation and does not affect code functionality.",docs,9
3117868880,Use virtualenv python in backend,"The changes introduce a new feature allowing configuration of the Python interpreter via a virtual environment and adding dependencies for FFI helpers, which enhances functionality.",feat,9
3241236444,Trigger NFC scan on screen focus,"The change introduces automatic triggering of NFC scan on screen focus, which is a new behavior or feature in the application, rather than fixing a bug or making other types of changes.",feat,9
3181124944,[alpha_factory] enhance static insight demo,"The PR introduces new functionality by supporting fetching tree data from a JSON file and loading new tree data for meta-agentic tree search, which constitutes a new feature addition.",feat,9
3145814056,Switch Ansible node setup to TypeScript build,"The changes involve switching the Ansible node setup to use a TypeScript build and updating Node.js, which is a modification to the build process and dependencies rather than adding a feature or fixing a bug.",build,9
3180975247,[alpha_factory] enhance GH pages Insight demo,"The PR introduces a new feature by adding real-time tree search animation, styling, and including a new library for the demo, which enhances the functionality and user experience.",feat,9
3169244831,Add MBF bytecode format,"The PR introduces a new feature by adding a new bytecode format encoder/decoder along with documentation and tests, which aligns with the 'feat' type.",feat,9
3241076398,Adjust max tool name length,"The changes involve adjusting a constant value, updating logic related to hashing, and modifying tests accordingly, which is a code change that neither fixes a bug nor adds a new feature but improves or modifies existing code structure and behavior.",refactor,8
3267684598,Add Rosetta task 389 example,"The PR adds a new example task to the Rosetta code examples, which is a new feature addition to the codebase.",feat,9
3118869744,Add installer config options,"The PR introduces new configuration options to the installer, effectively adding new features to the installation process and updating documentation accordingly.",feat,9
3153516168,"Codex/list main activities, services, and nfc utilities","The title suggests adding a list of main activities, services, and NFC utilities, which indicates the introduction of new features or functionalities.",feat,8
3153794203,Add assignment and while to Swift compiler,"The PR introduces new features to the Swift compiler by adding support for assignment and while-loop constructs, along with new tests for these features, which aligns with the 'feat' type for new functionality.",feat,9
3154445383,Add Erlang assignment support,"The PR introduces support for assignment statements in the Erlang compiler, which is a new feature addition. It also adds a new test related to this feature, but the primary change is the feature itself.",feat,9
3127057225,[alpha_factory] allow custom offline samples dir,"The changes introduce a new feature allowing the use of a custom offline samples directory, including handling, mounting, and documentation updates, which aligns with adding new functionality.",feat,9
3153934275,Add while loop & membership to PHP compiler,"The PR introduces new features: support for 'while' loops and the 'in' operator in the PHP compiler, along with new tests for these features. This aligns with the 'feat' type for adding new functionality.",feat,9
3127017789,[alpha_factory] update finance demo script,"The changes include updating a demo script to source environment variables, forward them to docker, and document the automatic loading of environment variables. These are enhancements to the existing functionality, adding new features to the demo setup and documentation.",feat,8
3121879265,Add setBreakpoints support,"The PR introduces a new feature by adding support for 'setBreakpoints' in the DAP server, including a helper and registration of breakpoints, along with new tests to exercise this functionality.",feat,9
3236907377,[alpha_factory] update ESLint hook,"The update to the ESLint hook is a change to the build or development tooling configuration, which affects the build system or external dependencies rather than adding features or fixing bugs.",build,8
3107717826,[alpha_factory] inline telemetry module in browser build,"The changes described involve bundling the telemetry module with the browser app and exposing telemetry initialization, which adds new functionality to the browser build. This aligns with introducing a new feature rather than fixing a bug or other types of changes.",feat,9
3089409157,[alpha_factory] docs: mention tests README in PR section,"The change is explicitly about adding documentation linking to the tests README in the PR section, which is a documentation update without code changes.",docs,9
3089428070,[alpha_factory] add uvicorn integration test,"The PR adds a new integration test for uvicorn, which involves adding missing tests to verify functionality.",test,9
3089464885,[alpha_factory] docs: add DISABLED_AGENTS variable to env table,"The change only involves adding documentation for the DISABLED_AGENTS variable in the environment table, without modifying code functionality or behavior.",docs,9
3089463786,[alpha_factory] implement insight API endpoints,"The PR introduces new API endpoints and WebSocket progress functionality, which are new features added to the Insight demo API server.",feat,9
3089460879,Add global chat page,"The PR introduces a new feature by adding a global chat page, a Zustand store for websocket communication, and a new route in the web app, which aligns with the 'feat' type.",feat,9
3089451780,Add Show All legend option,"The PR introduces a new feature by adding a custom legend item to toggle all datasets and includes new translations for the 'Show all' label, which aligns with adding new functionality.",feat,9
3231983313,Kubient and TheMoneytizer Adapters: remove gvlid,"The PR removes invalid disclosures related to specific vendors, which is a correction of data rather than adding features or fixing code bugs. This aligns best with a bug fix as it corrects invalid data in the system.",fix,8
3089471718,[alpha_factory] Add further reading links,"The change involves adding documentation references under a new 'Further Reading' heading, which is a documentation update without code changes or features.",docs,9
3089486233,[alpha_factory] Add table of contents,"The change involves renaming a heading in a markdown documentation file, which is a documentation update without code changes or features added.",docs,9
3089498561,[alpha_factory] docs: link templates in PR guidelines,"The commit message explicitly states 'docs' and describes changes related to documentation, such as clarifying issue filing and referencing PR templates, which are documentation updates.",docs,9
3084065508,[Dashboard] migrate authorized wallets components to shadcn,The PR involves migrating UI components from one library to another and updating styling without adding new features or fixing bugs. This is a refactor to improve code structure and UI consistency.,refactor,9
3084106490,Add RemoveItemInListBoxAction for Avalonia,"The PR introduces a new feature by adding RemoveItemInListBoxAction and a sample page demonstrating its usage, which is a new functionality.",feat,9
3168051422,[alpha_factory] fix self-heal fixture disclaimer link,"The change fixes a broken relative link in the README file, which is a bug fix in documentation rather than adding new features or refactoring code.",fix,9
3084108233,Add sample for removing panel items,"The PR adds a new sample demonstrating a feature (RemoveElementAction) and integrates it into the sample app, which constitutes adding a new feature or enhancement.",feat,8
3084139320,Add Etherscan v2 support,"The PR introduces a new feature by adding support for Etherscan v2, including new configuration options, new endpoint usage, and updated documentation.",feat,9
3089488103,Improve docs,"The changes described involve expanding documentation, adding a new documentation page, and updating links in the documentation index and README, which are all documentation-related changes without code or feature modifications.",docs,10
3084190435,Add dual-audience AI report generation,"The PR introduces a new feature that generates two types of AI reports and adds a new enum for report styles, which clearly indicates new functionality is being added.",feat,9
3216148946,Add map field tracking for Swift compiler,"The PR introduces a new feature to the Swift compiler by adding map field tracking and type inference capabilities, which enhances the compiler's functionality.",feat,9
3148082011,[alpha_factory] capture pytest output in self-heal CI,"The changes involve modifying the CI workflow to capture pytest output and updating the README to clarify log storage, which are changes to the CI configuration and documentation related to CI.",ci,9
3216198521,Improve COBOL compiler,"The changes introduce new functionality by adding support for the 'in' operator and improving backend handling, which constitutes a new feature.",feat,9
3216426767,Improve OCaml compiler map handling,"The changes introduce a new feature: Obj-based map storage to support mixed-type maps and map field selection, which are enhancements to the compiler's capabilities rather than bug fixes or other types of changes.",feat,9
3216464536,Improve OCaml compiler map support,"The commit fixes an issue with map indexing detection in the OCaml compiler, which is a bug fix. The other changes are related to regeneration of files and documentation updates, but the primary purpose is fixing the bug.",fix,9
3216438305,Improve Elixir compiler union pattern support,"The changes introduce support for union variant constructors and patterns in the Elixir compiler, which adds new functionality. The update to the README is documentation related to this new feature. Therefore, this is a new feature addition.",feat,9
3216495081,[alpha_factory] ensure validate_demos runs fresh,"The change ensures that a function runs fresh and prevents reuse, which is a fix to the existing behavior rather than adding a new feature or other types of changes.",fix,8
3216483874,Enhance Scala compiler with test & update support,"The PR introduces new features to the Scala compiler, including support for 'expect' statements, test blocks, and list update handling, as well as updates to documentation reflecting these features. These are new capabilities rather than bug fixes or other types of changes.",feat,9
3216455571,Add slice support to Java compiler,"The PR introduces new features such as slice indexing support and handling len() for strings in the Java compiler, which are new capabilities rather than fixes or documentation changes.",feat,9
3104286323,Remove unused regex import,"The change removes an unused import statement, which is a code cleanup that does not add features or fix bugs, fitting best under 'refactor'.",refactor,9
3216512268,Add partial Swift query compilation,"The PR introduces a new feature by enhancing the Swift compiler with partial query compilation and group-aware builtins, which adds new capabilities rather than fixing bugs or making other types of changes.",feat,9
3216515663,Enhance OCaml compiler and update machine outputs,"The PR introduces new features to the OCaml backend such as helpers for list/map updates, set operations, nested index assignments, and list set operators, which are all new functionalities rather than fixes or documentation changes.",feat,9
3216519164,Add Scala compiler enhancements,"The PR introduces new features to the Scala compiler, including helper runtime support, new operations, and enhanced capabilities like nested index assignment and sorting by tuples, which clearly indicates feature additions rather than fixes or other types of changes.",feat,9
3104392063,Rename hyprsqrl to hyperstable,"The commit involves renaming branding and updating documentation and package names, which is a refactor since it changes code structure and naming without adding features or fixing bugs.",refactor,9
3104297971,Add docstrings and reindent,"The changes involve adding documentation (docstrings) and reindenting code, which are formatting and documentation improvements without changing functionality.",docs,9
3254273832,[alpha_factory] clarify CI job behavior,"The change clarifies the behavior of CI jobs in documentation form without modifying code or adding features, so it is a documentation update.",docs,9
3119325967,Add custom provider URL validation,"The PR introduces a new validation feature for custom provider URLs, which is a new functionality addition.",feat,9
3277845608,Improve Total CDN manual config UX,"The changes introduce new methods and improve user experience by adding features like fetching account info and showing default pull zones, which are new functionalities rather than fixes or refactors.",feat,9
3203786849,Use uv for docs,"The changes involve modifying the build script to improve documentation dependency installation and environment setup, which affects the build process and tooling rather than the source code or documentation content itself.",build,9
3176479789,Add sum/avg helpers and tests for C compiler,"The PR introduces new helper functions and exposes new helper requirements, which adds new features to the C runtime. It also includes tests for these new features, indicating the addition of functionality rather than a fix or refactor.",feat,9
3278088521,Implement per-frame command allocators,"The PR introduces a new feature by implementing per-frame command allocators, which is a new functionality rather than a bug fix or other change type.",feat,9
3116112963,[alpha_factory] add Node version check module,"The PR introduces a new module for Node.js version checking and integrates it into existing build and manual build scripts, as well as documents the feature. This clearly adds new functionality, so it is classified as a feature addition.",feat,9
3203773781,[alpha_factory] add GitHub fallback for Pyodide assets,"The changes introduce a new feature by adding a GitHub fallback for Pyodide assets and supporting multiple fallback URLs, which enhances the existing functionality.",feat,9
3073766489,Store capture metadata,"The PR introduces new optional fields for video metadata and updates the code to handle these new fields, which adds new functionality to the system.",feat,9
3118786964,Codex/find helmholtz pair in diligent mv dataset,"The title suggests adding a new capability to find Helmholtz pairs in a dataset, which indicates the introduction of a new feature rather than a fix or other change type.",feat,8
3157830895,Enable TLS for JetStream connections,"The changes introduce a new feature by enabling TLS for JetStream connections and adding a new package for constructing TLS configurations, which enhances security functionality.",feat,9
3262961474,SEL-570: Display user ID in prove screen,"The PR introduces a new feature that displays the user ID (wallet or UUID) on the prove screen, including toggling functionality for display formats, which is a clear addition of functionality rather than a fix or other change type.",feat,9
3243689758,Match `--bounds` formatting for `uv_build` bounds in `uv init`,"The PR title and body indicate a change to match formatting for a feature related to 'uv_build' bounds in 'uv init', which suggests an enhancement or addition of a feature rather than a bug fix or other change types.",feat,8
3107710519,Add bundler setup,"The changes introduce a new build setup including package.json, build scripts, and configuration files, which affect the build system and dependencies.",build,9
3073913021,Improve gitignore handling,"The changes improve the handling of .gitignore parsing and add tests for this functionality, indicating both a fix and test additions. The primary change is a fix to preserve spaces in parsing, so 'fix' is the most appropriate label.",fix,8
3073952362,Improve gitignore handling,"The changes improve the handling of .gitignore parsing and add tests for this functionality, indicating a fix to existing behavior and test additions. However, the main focus is on fixing the parsing behavior, so 'fix' is the most appropriate label.",fix,8
3242776323,Add Mochi Conway's Game of Life,"The PR introduces a new feature by adding a new implementation of Conway's Game of Life as a Rosetta code translation, which is a new functionality.",feat,9
3242772297,Add Mochi Conway's Game of Life,"The PR introduces a new feature by adding a new implementation of Conway's Game of Life as a Rosetta code translation, which is a new functionality.",feat,9
3242901220,Add Mochi solution for Rosetta Cramer's rule task,"The PR introduces a new solution implementation for an existing task, which adds new functionality to the codebase, fitting the definition of a feature addition.",feat,9
3242583144,Add Mochi solution for Rosetta task 204,"The PR introduces a new feature by adding Mochi implementations for a specific Rosetta Code task, which is a new functionality.",feat,9
3242897989,Add Mochi translation for Rosetta task 228,"The PR introduces a new feature by adding a Mochi solution for a specific task and includes expected output, which aligns with adding new functionality.",feat,9
3249176530,[alpha_factory] update csp hash,"The changes involve updating the content security policy (CSP) hash and capturing page errors, which are fixes to improve security and error handling rather than adding new features or documentation.",fix,9
3151661777,Add SOW,"The PR adds documentation about library goals, structure, design patterns, and how to start, which is purely documentation without code changes or features.",docs,9
3077511957,Improve alpha opportunity selection,"The PR introduces a new feature by adding scoring to alpha opportunities and enabling the agent to emit the highest-scoring item based on an environment variable. It also includes documentation and tests related to this new feature, indicating a feature addition rather than a fix or other change.",feat,9
3151682849,Merge user PR,"The commit resolves a merge conflict and fixes the way the firewall script is handled, which addresses bugs and improves the code behavior without adding new features.",fix,8
3151753599,Add test for unsupported conversion caching,"The PR adds a new test to verify behavior related to unsupported conversion caching and documents the test in changelog, which aligns with adding or correcting tests.",test,9
3151705147,Add tests for collection conversion support,"The PR adds new tests for collection conversion support and documents these tests, which fits the 'test' category as it involves adding missing tests or correcting existing tests.",test,9
3088638667,[alpha_factory] add docs to portfolio/tracer,The changes described are focused on adding documentation to various parts of the codebase without modifying functionality or fixing bugs.,docs,9
3088700828,Remove headings from reference markdowns,"The change involves removing markdown headings from documentation files, which is a modification to documentation content without adding features or fixing bugs.",docs,9
3088710464,Various modules: remove includes polyfill,"The change involves removing old polyfills, which is a code cleanup and does not add features or fix bugs. It is best classified as a refactor since it modifies code structure without changing functionality.",refactor,8
3151753728,[alpha_factory] validate batch size,"The commit introduces validation logic that raises an error for invalid batch sizes, which fixes a potential bug related to input validation. It also includes tests for this validation, but the primary change is a bug fix.",fix,9
3106856330,Migrate core tests to vitest,"The changes involve switching the testing framework from Jest to Vitest, updating test setup scripts, configurations, and replacing test framework specific code. These are changes related to testing infrastructure and test code, not adding features or fixing bugs.",test,9
3143179579,Rename CLI command to mcpgod,"The changes involve renaming a CLI command and updating related configuration and documentation, which is a refactor since it modifies existing functionality without adding new features or fixing bugs.",refactor,9
3107509980,[alpha_factory] Add IPFS share,"The PR introduces a new feature to support IPFS sharing in the Insight demo, which is a clear addition of functionality.",feat,9
3107745349,Enable editing of existing thresholds,"The PR introduces a new capability to edit existing thresholds, which is a new feature enhancement rather than a bug fix or other change type.",feat,9
3107327866,[alpha_factory] Enforce Insight bundle size,"The changes introduce a new enforcement feature to fail the build if the bundle size exceeds a limit and add reminders in the PR template, which is a new feature to the build process.",feat,9
3229874678,Add global DAY_MS constant,"The PR introduces a new global constant DAY_MS and replaces inline values with this constant, which is adding a new feature (a new constant) to the codebase.",feat,8
3106545585,[alpha_factory] integrate prediction metrics,"The changes introduce new functionality to compute evaluation metrics and add sample predictions, which are new features enhancing the project capabilities.",feat,9
3263104945,Update scheme transpiler for union tags,"The update introduces a new feature to support custom union tag keys in the Scheme transpiler, which is an enhancement rather than a bug fix or other type of change.",feat,9
3216141825,Add Ruby TPCH q1 compiler test,"The PR adds a new test for the Ruby TPCH query compiler and updates the golden code for the test, which is primarily about adding or improving tests.",test,9
3215985495,Update Python TPCH q1 golden outputs,"The update involves changing the expected output and generated code for a test query, which is related to testing and validation rather than adding features or fixing bugs.",test,9
3127850440,[alpha_factory] clean unused imports,"The commit removes unused imports and reformats code without changing functionality, which is a style improvement rather than a feature or bug fix.",style,9
3216380527,Add graph visualization for selected numbers,"The PR introduces a new feature by adding a graph visualization panel and related UI components for selected numbers in the data browser, which enhances the application's functionality.",feat,9
3216200734,Expand Python compiler TPC‑H support,"The changes introduce new features to the Python compiler, including group key lookup and HAVING filtering, as well as updates to TPC-H queries and tests, which aligns with adding new functionality rather than fixing bugs or other types of changes.",feat,9
3217333516,Add goods receipt with approval icon,"The PR introduces a new feature by adding a new icon and displaying a new panel on the home page, which enhances the functionality.",feat,9
3128560032,[alpha_factory] clarify demo extras needed for tests,"The changes clarify documentation about demo extras and testing instructions without modifying code functionality, indicating documentation updates only.",docs,9
3128747420,[alpha_factory] prune duplicate world model files,"The PR removes duplicate and outdated files, which is a cleanup task that does not add features or fix bugs but improves the project structure.",chore,8
3263132741,Update Erlang transpiler for Rosetta,"The changes introduce new functionality such as implementing `input()` with scoped fun and updating slice expressions, which are new features in the Erlang transpiler for Rosetta. The update to the progress table and enabling benchmarking also support new feature development rather than bug fixes or other types of changes.",feat,9
3173331761,Add more admin controller specs,"The PR adds more tests for the admin controller, expanding the existing request specs to cover additional scenarios. This is clearly an addition of tests, not a feature, fix, or other change type.",test,9
3072267149,Add alpha discovery stub,"The PR introduces a new stub feature called AlphaDiscoveryAgent and documents it, indicating the addition of a new feature rather than a fix or other change type.",feat,9
3072410557,Improve production guide,"The PR adds a step to the production guide documentation to run a script for checking missing package installations, which is a documentation update rather than code or feature change.",docs,9
3072379880,Add production guide for AI-GA demo,"The PR adds documentation for production deployment steps and links it from the demo README, which is a documentation-only change.",docs,9
3143771583,Handle native whisper failure codes,"The changes introduce a new exception class and handle failure codes by raising this exception, which fixes the issue of unhandled native whisper failure codes. Additionally, regression tests are added to verify the fix, indicating a bug fix rather than a new feature or other change type.",fix,9
3072319499,Add Python launcher for AI-GA demo,"The PR introduces a new feature by adding a Python launcher script for the AI-GA demo and updates documentation accordingly, which aligns with the 'feat' category.",feat,9
3072291123,Improve AIGA demo docs and import handling,"The changes primarily involve documentation improvements and clarifications, including making a dependency optional with a helpful error message and updating the README. There is no indication of new features, bug fixes, or code refactoring beyond documentation and import handling notes.",docs,9
3072446220,Improve environment checker,"The PR improves the environment checker script by enhancing its verification capabilities and reporting failures, which is a functional improvement rather than a bug fix or documentation change.",feat,8
3072427610,Enhance meta‑evolution demo startup,"The changes include adding environment checks, helper calls, and documentation updates to improve the demo startup process, which aligns with adding new features or enhancements rather than fixing bugs or other types of changes.",feat,8
3072438099,Enhance AIGA demo usability,"The PR adds a new module entrypoint feature, documents it, and adds tests for it. The primary change is the addition of a new feature (module entrypoint) to enhance usability.",feat,9
3072475567,Improve env setup docs,"The changes are focused on clarifying documentation related to environment setup and quickstart instructions, without modifying code or adding features.",docs,9
3072466764,Add alpha conversion stub demo,"The PR introduces a new feature by adding an alpha conversion stub demo, including code, documentation, and tests for it.",feat,9
3072456373,Improve AI-GA evolver bridge,"The PR introduces a new feature by exposing evolution history via the OpenAI Agents bridge, which adds new functionality rather than fixing a bug or making other types of changes.",feat,9
3072490819,Improve AIGA meta-evolution demo,"The changes include adding compile tests and importing logging, which are related to testing and ensuring code correctness rather than adding features or fixing bugs.",test,8
3072514215,Add AIGA evolver backend agent,"The PR introduces a new backend agent feature called 'AIGAEvolverAgent' and includes tests for it, indicating the addition of new functionality rather than a fix or other change type.",feat,9
